TransactionID,AccountNo,CustomerID,TransactionDate,TransactionType,Channel,Amount,BalanceAfter,Description,Status
TRX0000276,ACC000015,C0015,2024-03-15,Deposit,Internet Banking,75037,1437528,Cheque Deposit,Successful
TRX0009886,ACC000491,C0491,2024-03-15,Transfer,Internet Banking,79471,0,Bank Transfer,Successful
TRX0004014,ACC000200,C0200,2024-03-16,Withdrawal,Branch,6299,195332,Cash Withdrawal,Successful
TRX0006001,ACC000299,C0299,2024-03-16,Bill Payment,Mobile Banking,40644,986070,Mobitel Bill,Successful
TRX0003724,ACC000186,C0186,2024-03-17,Withdrawal,ATM,27507,165005,Cash Withdrawal,Successful
TRX0006776,ACC000337,C0337,2024-03-17,Withdrawal,Mobile Banking,33755,2084627,Cash Withdrawal,Failed
TRX0005723,ACC000286,C0286,2024-03-17,Deposit,ATM,18575,372740,Cheque Deposit,Successful
TRX0002851,ACC000142,C0142,2024-03-17,Deposit,ATM,42075,285107,CDM Deposit,Successful
TRX0000059,ACC000004,C0004,2024-03-17,Withdrawal,ATM,25906,412702,Cash Withdrawal,Successful
TRX0002459,ACC000122,C0122,2024-03-18,Deposit,Internet Banking,20487,345458,Cheque Deposit,Successful
TRX0003073,ACC000153,C0153,2024-03-19,Deposit,Mobile Banking,86108,2025403,Cheque Deposit,Successful
TRX0006188,ACC000308,C0308,2024-03-19,Transfer,ATM,44249,0,Online Transfer,Successful
TRX0000058,ACC000004,C0004,2024-03-19,Withdrawal,ATM,49002,438608,ATM Withdrawal,Successful
TRX0008328,ACC000415,C0415,2024-03-19,Withdrawal,ATM,1589,316582,ATM Withdrawal,Pending
TRX0007521,ACC000374,C0374,2024-03-20,Transfer,POS,182930,2259668,Online Transfer,Successful
TRX0008262,ACC000411,C0411,2024-03-20,Deposit,Mobile Banking,73369,225633,Cheque Deposit,Successful
TRX0006414,ACC000319,C0319,2024-03-21,Transfer,Branch,85272,2279754,Online Transfer,Successful
TRX0009279,ACC000462,C0462,2024-03-21,Transfer,Branch,29340,917584,Online Transfer,Successful
TRX0001594,ACC000080,C0080,2024-03-21,Deposit,Mobile Banking,16951,359699,Cash Deposit,Successful
TRX0002023,ACC000101,C0101,2024-03-21,Deposit,POS,13185,93657,Cash Deposit,Successful
TRX0009201,ACC000459,C0459,2024-03-21,Deposit,Internet Banking,35734,383563,Cash Deposit,Successful
TRX0008759,ACC000436,C0436,2024-03-22,Transfer,Branch,185117,0,Fund Transfer,Successful
TRX0001377,ACC000069,C0069,2024-03-23,Deposit,Internet Banking,19943,4025671,Cheque Deposit,Successful
TRX0007451,ACC000371,C0371,2024-03-23,Interest Credit,Mobile Banking,1881,125330,Interest Credit,Successful
TRX0008764,ACC000436,C0436,2024-03-23,Online Purchase,Branch,6294,0,Amazon Purchase,Failed
TRX0006777,ACC000338,C0338,2024-03-23,Transfer,Branch,60711,186014,Bank Transfer,Successful
TRX0003676,ACC000184,C0184,2024-03-23,Withdrawal,POS,44907,30044,Cash Withdrawal,Successful
TRX0002810,ACC000139,C0139,2024-03-24,Withdrawal,Mobile Banking,44844,546634,Branch Withdrawal,Successful
TRX0005086,ACC000254,C0254,2024-03-24,Withdrawal,Mobile Banking,13901,733900,Cash Withdrawal,Successful
TRX0000994,ACC000049,C0049,2024-03-25,Bill Payment,Branch,7456,578107,Dialog Bill,Successful
TRX0008943,ACC000445,C0445,2024-03-25,Deposit,Mobile Banking,6632,40840,Cash Deposit,Successful
TRX0002385,ACC000119,C0119,2024-03-25,Deposit,ATM,14783,410358,Cheque Deposit,Successful
TRX0002446,ACC000122,C0122,2024-03-25,Transfer,Mobile Banking,95139,284290,Bank Transfer,Successful
TRX0009115,ACC000454,C0454,2024-03-26,Bill Payment,POS,47576,70857,CEB Bill,Successful
TRX0005128,ACC000256,C0256,2024-03-26,Interest Credit,Mobile Banking,13823,13823,Interest Credit,Successful
TRX0000762,ACC000038,C0038,2024-03-26,Deposit,Mobile Banking,94075,95200,Cash Deposit,Successful
TRX0005116,ACC000256,C0256,2024-03-27,Deposit,CDM,55643,296190,CDM Deposit,Successful
TRX0000325,ACC000017,C0017,2024-03-27,Withdrawal,CDM,22828,277923,Branch Withdrawal,Successful
TRX0002353,ACC000117,C0117,2024-03-28,Withdrawal,ATM,18580,115330,Cash Withdrawal,Successful
TRX0006813,ACC000339,C0339,2024-03-29,Deposit,ATM,69455,444306,Cash Deposit,Successful
TRX0008070,ACC000402,C0402,2024-03-29,Transfer,Internet Banking,31471,102251,Fund Transfer,Successful
TRX0001822,ACC000091,C0091,2024-03-29,Withdrawal,Mobile Banking,2540,102039,Branch Withdrawal,Successful
TRX0004254,ACC000212,C0212,2024-03-29,Online Purchase,Mobile Banking,12626,337280,Keells Online,Successful
TRX0004308,ACC000214,C0214,2024-03-30,Transfer,Internet Banking,53659,0,Fund Transfer,Successful
TRX0005587,ACC000279,C0279,2024-03-30,Withdrawal,Branch,5459,0,Cash Withdrawal,Successful
TRX0001921,ACC000095,C0095,2024-03-30,Deposit,CDM,22528,1753642,CDM Deposit,Successful
TRX0008365,ACC000416,C0416,2024-03-31,Deposit,Mobile Banking,86062,358132,CDM Deposit,Successful
TRX0003289,ACC000165,C0165,2024-03-31,Deposit,CDM,84247,459887,CDM Deposit,Successful
TRX0006816,ACC000339,C0339,2024-03-31,Withdrawal,POS,44630,353466,Branch Withdrawal,Successful
TRX0003095,ACC000154,C0154,2024-03-31,Transfer,CDM,58056,247628,Online Transfer,Successful
TRX0002855,ACC000142,C0142,2024-03-31,Withdrawal,Branch,23362,281786,Cash Withdrawal,Successful
TRX0007808,ACC000389,C0389,2024-04-01,Bill Payment,ATM,29645,406060,Mobitel Bill,Successful
TRX0002060,ACC000102,C0102,2024-04-02,Withdrawal,Mobile Banking,13184,380673,ATM Withdrawal,Successful
TRX0001982,ACC000099,C0099,2024-04-02,Deposit,ATM,55575,270644,Cheque Deposit,Successful
TRX0001346,ACC000067,C0067,2024-04-02,Withdrawal,POS,13524,18330,ATM Withdrawal,Successful
TRX0008330,ACC000415,C0415,2024-04-03,Withdrawal,Internet Banking,6745,282600,Cash Withdrawal,Successful
TRX0005499,ACC000275,C0275,2024-04-03,Bill Payment,Internet Banking,42306,85300,Dialog Bill,Successful
TRX0004619,ACC000230,C0230,2024-04-03,Transfer,Mobile Banking,131243,0,Bank Transfer,Successful
TRX0009732,ACC000484,C0484,2024-04-04,Withdrawal,Branch,27682,104214,Cash Withdrawal,Successful
TRX0003668,ACC000184,C0184,2024-04-04,Salary Credit,Internet Banking,159099,159099,Monthly Salary,Successful
TRX0000734,ACC000037,C0037,2024-04-05,Bill Payment,ATM,44683,517945,CEB Bill,Successful
TRX0002049,ACC000102,C0102,2024-04-05,Online Purchase,Branch,6280,232317,Uber Payment,Successful
TRX0002947,ACC000147,C0147,2024-04-05,Deposit,Internet Banking,71759,337179,CDM Deposit,Successful
TRX0005505,ACC000275,C0275,2024-04-06,Withdrawal,POS,18331,71392,Cash Withdrawal,Successful
TRX0004266,ACC000212,C0212,2024-04-06,Withdrawal,Mobile Banking,47452,280548,Branch Withdrawal,Successful
TRX0009573,ACC000476,C0476,2024-04-06,Bill Payment,Internet Banking,43347,1020655,CEB Bill,Successful
TRX0006479,ACC000323,C0323,2024-04-07,Bill Payment,Mobile Banking,871,106595,Mobitel Bill,Successful
TRX0005978,ACC000298,C0298,2024-04-07,Withdrawal,Mobile Banking,7389,1557,Cash Withdrawal,Successful
TRX0002632,ACC000131,C0131,2024-04-07,Withdrawal,Mobile Banking,2969,348181,Cash Withdrawal,Successful
TRX0002261,ACC000113,C0113,2024-04-08,Transfer,ATM,86252,0,Bank Transfer,Successful
TRX0007194,ACC000357,C0357,2024-04-08,Withdrawal,Branch,2382,1522069,Branch Withdrawal,Successful
TRX0000065,ACC000004,C0004,2024-04-10,Interest Credit,ATM,5571,750255,Interest Credit,Successful
TRX0005366,ACC000268,C0268,2024-04-10,Transfer,ATM,139120,1365509,Bank Transfer,Successful
TRX0003816,ACC000191,C0191,2024-04-10,Deposit,ATM,34473,159043,CDM Deposit,Successful
TRX0002774,ACC000138,C0138,2024-04-10,Withdrawal,ATM,40199,440713,Branch Withdrawal,Successful
TRX0006677,ACC000333,C0333,2024-04-11,Withdrawal,ATM,4493,212652,ATM Withdrawal,Successful
TRX0002034,ACC000101,C0101,2024-04-11,Transfer,Mobile Banking,108115,0,Bank Transfer,Successful
TRX0009649,ACC000480,C0480,2024-04-11,Withdrawal,Mobile Banking,16882,210501,Cash Withdrawal,Successful
TRX0006630,ACC000330,C0330,2024-04-11,Deposit,Internet Banking,47155,329717,Cheque Deposit,Successful
TRX0005288,ACC000264,C0264,2024-04-11,Bill Payment,CDM,12571,627054,Dialog Bill,Successful
TRX0007152,ACC000355,C0355,2024-04-11,Deposit,Mobile Banking,63913,63913,CDM Deposit,Successful
TRX0001868,ACC000093,C0093,2024-04-12,Interest Credit,Branch,6353,833490,Interest Credit,Successful
TRX0002732,ACC000135,C0135,2024-04-12,Deposit,CDM,69592,4347295,CDM Deposit,Successful
TRX0003623,ACC000181,C0181,2024-04-13,Salary Credit,Mobile Banking,190714,406993,Monthly Salary,Successful
TRX0009745,ACC000484,C0484,2024-04-13,Withdrawal,POS,8813,63725,Cash Withdrawal,Successful
TRX0001380,ACC000069,C0069,2024-04-13,Withdrawal,CDM,45034,3923329,Branch Withdrawal,Successful
TRX0010043,ACC000499,C0499,2024-04-13,Deposit,Branch,64521,440033,CDM Deposit,Successful
TRX0006646,ACC000331,C0331,2024-04-13,Bill Payment,Branch,16157,304327,Water Bill,Successful
TRX0005029,ACC000251,C0251,2024-04-13,Bill Payment,Mobile Banking,36363,326313,Water Bill,Successful
TRX0009094,ACC000453,C0453,2024-04-14,Bill Payment,ATM,985,397179,Dialog Bill,Successful
TRX0005609,ACC000280,C0280,2024-04-14,Online Purchase,CDM,26060,912900,Keells Online,Successful
TRX0005538,ACC000277,C0277,2024-04-14,Online Purchase,POS,3262,3362815,Daraz Purchase,Successful
TRX0003430,ACC000172,C0172,2024-04-14,Transfer,POS,61060,0,Fund Transfer,Successful
TRX0005215,ACC000260,C0260,2024-04-14,Deposit,CDM,2161,277434,CDM Deposit,Successful
TRX0001832,ACC000091,C0091,2024-04-14,Withdrawal,Branch,40109,0,ATM Withdrawal,Successful
TRX0008408,ACC000419,C0419,2024-04-14,Withdrawal,Branch,23780,486770,ATM Withdrawal,Successful
TRX0002148,ACC000107,C0107,2024-04-15,Deposit,Branch,94580,483276,Cheque Deposit,Successful
TRX0002072,ACC000103,C0103,2024-04-15,Deposit,Mobile Banking,55643,1824753,Cash Deposit,Successful
TRX0004546,ACC000227,C0227,2024-04-15,Deposit,Mobile Banking,51499,190684,CDM Deposit,Successful
TRX0005951,ACC000297,C0297,2024-04-16,Withdrawal,POS,23270,4479108,Cash Withdrawal,Successful
TRX0005570,ACC000278,C0278,2024-04-16,Deposit,Mobile Banking,90978,4079373,Cheque Deposit,Successful
TRX0008145,ACC000405,C0405,2024-04-17,Withdrawal,ATM,46024,0,Cash Withdrawal,Successful
TRX0008128,ACC000405,C0405,2024-04-18,Salary Credit,ATM,312742,314596,Monthly Salary,Successful
TRX0009194,ACC000458,C0458,2024-04-18,Deposit,Branch,46132,1583724,Cheque Deposit,Successful
TRX0006626,ACC000330,C0330,2024-04-18,Withdrawal,Internet Banking,29776,385046,Branch Withdrawal,Successful
TRX0006491,ACC000323,C0323,2024-04-18,Withdrawal,Mobile Banking,13386,1860,Branch Withdrawal,Failed
TRX0008994,ACC000448,C0448,2024-04-18,Transfer,ATM,58458,0,Bank Transfer,Successful
TRX0004175,ACC000208,C0208,2024-04-18,Deposit,ATM,55924,343417,Cheque Deposit,Successful
TRX0008081,ACC000402,C0402,2024-04-18,Bill Payment,Mobile Banking,34135,299319,Dialog Bill,Successful
TRX0005790,ACC000289,C0289,2024-04-19,Withdrawal,Internet Banking,49430,1067945,Branch Withdrawal,Successful
TRX0003678,ACC000184,C0184,2024-04-19,Deposit,Branch,31702,31702,CDM Deposit,Successful
TRX0002057,ACC000102,C0102,2024-04-19,Bill Payment,Mobile Banking,15085,268170,CEB Bill,Successful
TRX0006416,ACC000319,C0319,2024-04-20,Online Purchase,CDM,6904,2195831,Amazon Purchase,Successful
TRX0005364,ACC000268,C0268,2024-04-20,Bill Payment,Mobile Banking,4103,1637676,Water Bill,Successful
TRX0006498,ACC000324,C0324,2024-04-20,Transfer,CDM,170508,0,Bank Transfer,Successful
TRX0003604,ACC000180,C0180,2024-04-21,Withdrawal,Internet Banking,28993,3880199,ATM Withdrawal,Successful
TRX0008801,ACC000438,C0438,2024-04-21,Bill Payment,ATM,47788,0,Mobitel Bill,Successful
TRX0000754,ACC000038,C0038,2024-04-21,Withdrawal,Internet Banking,14625,167957,ATM Withdrawal,Successful
TRX0001581,ACC000080,C0080,2024-04-21,Deposit,POS,48132,381664,Cheque Deposit,Successful
TRX0003863,ACC000193,C0193,2024-04-21,Withdrawal,Internet Banking,21329,227884,ATM Withdrawal,Successful
TRX0006960,ACC000346,C0346,2024-04-21,Deposit,Branch,73705,815383,CDM Deposit,Successful
TRX0005557,ACC000277,C0277,2024-04-21,Deposit,Mobile Banking,85739,3522888,CDM Deposit,Successful
TRX0007710,ACC000384,C0384,2024-04-21,Deposit,Internet Banking,40846,4132553,Cheque Deposit,Successful
TRX0004929,ACC000246,C0246,2024-04-22,Deposit,ATM,53651,3611573,CDM Deposit,Successful
TRX0009453,ACC000471,C0471,2024-04-22,Withdrawal,Mobile Banking,875,212638,Branch Withdrawal,Successful
TRX0006693,ACC000333,C0333,2024-04-22,Transfer,CDM,26067,0,Online Transfer,Successful
TRX0003865,ACC000193,C0193,2024-04-23,Deposit,Branch,62022,373147,Cash Deposit,Successful
TRX0001952,ACC000097,C0097,2024-04-23,Deposit,ATM,87243,141862,Cash Deposit,Successful
TRX0001554,ACC000078,C0078,2024-04-23,Deposit,Internet Banking,37926,630219,Cheque Deposit,Successful
TRX0002295,ACC000114,C0114,2024-04-24,Salary Credit,Internet Banking,141025,361854,Monthly Salary,Successful
TRX0001553,ACC000078,C0078,2024-04-24,Deposit,CDM,40104,592293,Cheque Deposit,Successful
TRX0008083,ACC000402,C0402,2024-04-24,Deposit,Branch,71480,380087,CDM Deposit,Successful
TRX0008886,ACC000442,C0442,2024-04-25,Transfer,CDM,79610,3614938,Bank Transfer,Successful
TRX0009710,ACC000483,C0483,2024-04-25,Withdrawal,ATM,27865,457044,ATM Withdrawal,Successful
TRX0000041,ACC000003,C0003,2024-04-26,Online Purchase,Internet Banking,1036,384915,Uber Payment,Successful
TRX0001469,ACC000073,C0073,2024-04-26,Interest Credit,ATM,14652,60430,Interest Credit,Successful
TRX0001393,ACC000070,C0070,2024-04-26,Transfer,Internet Banking,143563,0,Bank Transfer,Successful
TRX0002647,ACC000131,C0131,2024-04-27,Deposit,ATM,85479,225917,Cash Deposit,Successful
TRX0000365,ACC000019,C0019,2024-04-27,Deposit,Internet Banking,74899,122551,Cash Deposit,Successful
TRX0001911,ACC000095,C0095,2024-04-27,Online Purchase,Mobile Banking,43730,1667203,Keells Online,Successful
TRX0007211,ACC000359,C0359,2024-04-27,Deposit,Branch,22500,196308,CDM Deposit,Successful
TRX0005976,ACC000298,C0298,2024-04-28,Transfer,Branch,66630,0,Bank Transfer,Successful
TRX0007393,ACC000368,C0368,2024-04-28,Transfer,ATM,187189,611745,Fund Transfer,Successful
TRX0008772,ACC000436,C0436,2024-04-29,Transfer,Mobile Banking,5490,0,Bank Transfer,Successful
TRX0000498,ACC000025,C0025,2024-04-29,Transfer,CDM,195329,187175,Bank Transfer,Successful
TRX0004427,ACC000220,C0220,2024-04-30,Bill Payment,CDM,29337,556327,Water Bill,Successful
TRX0005886,ACC000294,C0294,2024-04-30,Online Purchase,ATM,54089,173265,Uber Payment,Successful
TRX0006295,ACC000313,C0313,2024-04-30,Deposit,CDM,86132,999607,Cash Deposit,Successful
TRX0005111,ACC000256,C0256,2024-05-01,Online Purchase,ATM,56660,450521,Keells Online,Successful
TRX0001263,ACC000063,C0063,2024-05-01,Transfer,Mobile Banking,77721,664915,Bank Transfer,Successful
TRX0005179,ACC000259,C0259,2024-05-01,Transfer,Mobile Banking,27814,462545,Bank Transfer,Successful
TRX0002055,ACC000102,C0102,2024-05-01,Interest Credit,Branch,436,219628,Interest Credit,Successful
TRX0007390,ACC000368,C0368,2024-05-01,Withdrawal,CDM,5360,253424,Branch Withdrawal,Successful
TRX0006769,ACC000337,C0337,2024-05-02,Transfer,Mobile Banking,4866,2138744,Bank Transfer,Successful
TRX0002888,ACC000144,C0144,2024-05-02,Deposit,Mobile Banking,90161,892465,Cash Deposit,Successful
TRX0002715,ACC000135,C0135,2024-05-02,Withdrawal,ATM,16319,4739072,Cash Withdrawal,Successful
TRX0008728,ACC000434,C0434,2024-05-03,Bill Payment,Internet Banking,38093,769657,CEB Bill,Successful
TRX0004632,ACC000231,C0231,2024-05-03,Transfer,ATM,78322,0,Online Transfer,Successful
TRX0000101,ACC000006,C0006,2024-05-03,Deposit,Mobile Banking,93007,93007,CDM Deposit,Successful
TRX0000323,ACC000017,C0017,2024-05-03,Deposit,ATM,45741,337981,Cheque Deposit,Successful
TRX0009066,ACC000452,C0452,2024-05-04,Deposit,Branch,10229,10229,Cash Deposit,Successful
TRX0003291,ACC000165,C0165,2024-05-05,Deposit,Internet Banking,93994,465898,Cash Deposit,Successful
TRX0007087,ACC000352,C0352,2024-05-05,Transfer,Internet Banking,55096,12141,Bank Transfer,Successful
TRX0007347,ACC000365,C0365,2024-05-06,Transfer,ATM,8302,22907,Online Transfer,Successful
TRX0000423,ACC000022,C0022,2024-05-06,Transfer,Mobile Banking,96593,72309,Fund Transfer,Successful
TRX0009837,ACC000489,C0489,2024-05-06,Transfer,ATM,121080,8532,Fund Transfer,Successful
TRX0001556,ACC000078,C0078,2024-05-07,Deposit,Mobile Banking,24775,931877,Cheque Deposit,Successful
TRX0003018,ACC000150,C0150,2024-05-07,Bill Payment,Internet Banking,48695,341324,CEB Bill,Successful
TRX0009569,ACC000476,C0476,2024-05-07,Deposit,Branch,53135,1263617,Cheque Deposit,Successful
TRX0005450,ACC000272,C0272,2024-05-08,Interest Credit,Branch,9888,2002394,Interest Credit,Successful
TRX0007994,ACC000398,C0398,2024-05-08,Transfer,Internet Banking,169426,0,Bank Transfer,Successful
TRX0003196,ACC000159,C0159,2024-05-08,Transfer,Internet Banking,37385,3526078,Online Transfer,Successful
TRX0000087,ACC000005,C0005,2024-05-09,Transfer,Mobile Banking,175016,0,Fund Transfer,Successful
TRX0001097,ACC000055,C0055,2024-05-09,Deposit,Mobile Banking,54397,162699,Cheque Deposit,Successful
TRX0008259,ACC000411,C0411,2024-05-09,Online Purchase,ATM,24505,49945,Daraz Purchase,Successful
TRX0003988,ACC000199,C0199,2024-05-09,Deposit,Internet Banking,93519,331551,CDM Deposit,Successful
TRX0000489,ACC000025,C0025,2024-05-10,Online Purchase,Internet Banking,26544,448962,Amazon Purchase,Successful
TRX0004936,ACC000246,C0246,2024-05-10,Deposit,Branch,19879,3805156,Cash Deposit,Successful
TRX0002472,ACC000123,C0123,2024-05-10,Deposit,Mobile Banking,9321,5123780,CDM Deposit,Successful
TRX0002637,ACC000131,C0131,2024-05-10,Bill Payment,ATM,32879,340573,Water Bill,Successful
TRX0003140,ACC000156,C0156,2024-05-11,Withdrawal,Branch,41737,597052,Cash Withdrawal,Successful
TRX0003873,ACC000193,C0193,2024-05-11,Deposit,Mobile Banking,9557,217740,Cheque Deposit,Successful
TRX0002417,ACC000120,C0120,2024-05-11,Deposit,Internet Banking,62314,142687,Cheque Deposit,Successful
TRX0004418,ACC000220,C0220,2024-05-12,Bill Payment,Mobile Banking,20145,257210,Water Bill,Successful
TRX0002365,ACC000118,C0118,2024-05-12,Deposit,Internet Banking,80890,474971,Cheque Deposit,Successful
TRX0003877,ACC000193,C0193,2024-05-12,Transfer,ATM,52690,184521,Online Transfer,Successful
TRX0009651,ACC000480,C0480,2024-05-12,Online Purchase,Internet Banking,50783,0,Keells Online,Successful
TRX0001684,ACC000084,C0084,2024-05-12,Online Purchase,ATM,71917,590415,Daraz Purchase,Successful
TRX0006556,ACC000326,C0326,2024-05-12,Withdrawal,POS,37436,725456,ATM Withdrawal,Successful
TRX0006177,ACC000308,C0308,2024-05-13,Withdrawal,Branch,3410,0,ATM Withdrawal,Successful
TRX0001850,ACC000092,C0092,2024-05-13,Bill Payment,Branch,25349,196490,Mobitel Bill,Successful
TRX0003722,ACC000186,C0186,2024-05-13,Online Purchase,Mobile Banking,47206,230008,Daraz Purchase,Pending
TRX0009391,ACC000468,C0468,2024-05-13,Transfer,Branch,116011,1581346,Online Transfer,Successful
TRX0003636,ACC000182,C0182,2024-05-14,Deposit,Mobile Banking,88632,88632,Cheque Deposit,Successful
TRX0000319,ACC000017,C0017,2024-05-14,Bill Payment,Internet Banking,48825,386191,Dialog Bill,Successful
TRX0010006,ACC000497,C0497,2024-05-14,Bill Payment,CDM,39168,283487,Water Bill,Successful
TRX0009474,ACC000471,C0471,2024-05-15,Withdrawal,Internet Banking,25220,59209,Branch Withdrawal,Failed
TRX0006514,ACC000324,C0324,2024-05-15,Interest Credit,Internet Banking,604,117803,Interest Credit,Successful
TRX0000500,ACC000025,C0025,2024-05-15,Online Purchase,Mobile Banking,58257,186014,Daraz Purchase,Successful
TRX0004768,ACC000238,C0238,2024-05-16,Deposit,Branch,72047,150478,CDM Deposit,Successful
TRX0001690,ACC000085,C0085,2024-05-17,Bill Payment,Mobile Banking,36556,411429,Water Bill,Successful
TRX0003096,ACC000154,C0154,2024-05-18,Deposit,Internet Banking,15265,262893,CDM Deposit,Successful
TRX0006583,ACC000328,C0328,2024-05-19,Salary Credit,Internet Banking,451602,2735311,Monthly Salary,Successful
TRX0001266,ACC000063,C0063,2024-05-19,Online Purchase,Mobile Banking,36230,580704,Daraz Purchase,Successful
TRX0009196,ACC000458,C0458,2024-05-19,Bill Payment,Internet Banking,2898,1638082,Water Bill,Successful
TRX0008541,ACC000425,C0425,2024-05-19,Transfer,Internet Banking,83269,0,Fund Transfer,Successful
TRX0006882,ACC000343,C0343,2024-05-19,Withdrawal,ATM,4302,109841,Cash Withdrawal,Successful
TRX0007396,ACC000368,C0368,2024-05-19,Deposit,Mobile Banking,49348,771244,Cash Deposit,Successful
TRX0006041,ACC000301,C0301,2024-05-20,Withdrawal,POS,8166,277408,Branch Withdrawal,Successful
TRX0005645,ACC000282,C0282,2024-05-20,Withdrawal,ATM,9828,694632,Cash Withdrawal,Successful
TRX0007355,ACC000366,C0366,2024-05-20,Transfer,ATM,190128,0,Online Transfer,Successful
TRX0007051,ACC000350,C0350,2024-05-21,Withdrawal,Internet Banking,502,66082,Branch Withdrawal,Successful
TRX0006307,ACC000313,C0313,2024-05-21,Withdrawal,Mobile Banking,33977,1020436,Cash Withdrawal,Successful
TRX0002289,ACC000114,C0114,2024-05-22,Transfer,Branch,72444,76945,Bank Transfer,Successful
TRX0007139,ACC000355,C0355,2024-05-22,Deposit,Branch,84851,84851,Cheque Deposit,Successful
TRX0006603,ACC000328,C0328,2024-05-22,Online Purchase,Mobile Banking,64994,2391419,Daraz Purchase,Successful
TRX0009520,ACC000474,C0474,2024-05-22,Deposit,Branch,37774,486427,CDM Deposit,Successful
TRX0002048,ACC000102,C0102,2024-05-22,Deposit,Mobile Banking,24311,238597,Cheque Deposit,Successful
TRX0008342,ACC000415,C0415,2024-05-23,Deposit,Internet Banking,50232,205813,Cash Deposit,Successful
TRX0008333,ACC000415,C0415,2024-05-23,Deposit,Internet Banking,74703,377949,CDM Deposit,Successful
TRX0007352,ACC000366,C0366,2024-05-23,Bill Payment,Mobile Banking,47575,89272,Mobitel Bill,Successful
TRX0003830,ACC000191,C0191,2024-05-23,Salary Credit,ATM,368533,461012,Monthly Salary,Successful
TRX0006014,ACC000300,C0300,2024-05-23,Deposit,ATM,44251,3830221,CDM Deposit,Successful
TRX0009180,ACC000458,C0458,2024-05-23,Deposit,Internet Banking,38078,910005,Cash Deposit,Successful
TRX0002677,ACC000133,C0133,2024-05-24,Deposit,Internet Banking,64720,210302,CDM Deposit,Successful
TRX0007269,ACC000361,C0361,2024-05-25,Transfer,Branch,70688,192367,Fund Transfer,Successful
TRX0003510,ACC000176,C0176,2024-05-25,Interest Credit,Internet Banking,6992,140473,Interest Credit,Successful
TRX0005964,ACC000298,C0298,2024-05-25,Salary Credit,ATM,104186,210878,Monthly Salary,Successful
TRX0002037,ACC000101,C0101,2024-05-26,Withdrawal,POS,38862,53702,ATM Withdrawal,Successful
TRX0008057,ACC000401,C0401,2024-05-26,Online Purchase,Mobile Banking,21385,19373,Amazon Purchase,Successful
TRX0009836,ACC000489,C0489,2024-05-26,Deposit,Internet Banking,88750,129612,Cash Deposit,Successful
TRX0001863,ACC000092,C0092,2024-05-27,Online Purchase,Internet Banking,49513,0,Uber Payment,Successful
TRX0006067,ACC000303,C0303,2024-05-27,Withdrawal,Mobile Banking,19822,224633,Cash Withdrawal,Successful
TRX0001706,ACC000085,C0085,2024-05-27,Withdrawal,CDM,26422,748061,ATM Withdrawal,Successful
TRX0009835,ACC000489,C0489,2024-05-27,Deposit,POS,21670,40862,CDM Deposit,Successful
TRX0000056,ACC000003,C0003,2024-05-27,Withdrawal,Branch,33428,31211,ATM Withdrawal,Successful
TRX0006305,ACC000313,C0313,2024-05-28,Withdrawal,Internet Banking,11379,1073344,ATM Withdrawal,Successful
TRX0001779,ACC000088,C0088,2024-05-28,Transfer,Branch,196651,186332,Bank Transfer,Successful
TRX0000090,ACC000005,C0005,2024-05-29,Salary Credit,Mobile Banking,295591,295591,Monthly Salary,Successful
TRX0007801,ACC000388,C0388,2024-05-29,Bill Payment,ATM,9584,1376556,CEB Bill,Successful
TRX0001951,ACC000097,C0097,2024-05-29,Deposit,Mobile Banking,1644,54619,Cheque Deposit,Successful
TRX0008335,ACC000415,C0415,2024-05-29,Transfer,Internet Banking,33821,438791,Bank Transfer,Successful
TRX0008866,ACC000441,C0441,2024-05-30,Online Purchase,CDM,13357,223627,Keells Online,Successful
TRX0008600,ACC000428,C0428,2024-05-31,Deposit,Branch,36942,36942,CDM Deposit,Successful
TRX0006308,ACC000313,C0313,2024-05-31,Bill Payment,Mobile Banking,43994,976442,CEB Bill,Successful
TRX0006689,ACC000333,C0333,2024-05-31,Transfer,Internet Banking,141774,0,Online Transfer,Successful
TRX0000891,ACC000044,C0044,2024-05-31,Deposit,Internet Banking,87803,420597,CDM Deposit,Pending
TRX0004742,ACC000236,C0236,2024-06-01,Withdrawal,POS,14477,1114447,ATM Withdrawal,Successful
TRX0006495,ACC000323,C0323,2024-06-01,Bill Payment,Mobile Banking,6597,364414,Water Bill,Successful
TRX0001284,ACC000064,C0064,2024-06-01,Bill Payment,Internet Banking,18179,203279,Water Bill,Successful
TRX0000494,ACC000025,C0025,2024-06-02,Online Purchase,POS,63120,462511,Amazon Purchase,Successful
TRX0008265,ACC000411,C0411,2024-06-02,Bill Payment,Branch,3288,213531,CEB Bill,Successful
TRX0007901,ACC000393,C0393,2024-06-03,Deposit,Internet Banking,99197,473033,CDM Deposit,Successful
TRX0008317,ACC000414,C0414,2024-06-04,Deposit,Mobile Banking,80006,187410,Cheque Deposit,Successful
TRX0006584,ACC000328,C0328,2024-06-04,Deposit,Mobile Banking,13409,2748720,Cheque Deposit,Successful
TRX0005670,ACC000283,C0283,2024-06-04,Transfer,Mobile Banking,123942,196097,Fund Transfer,Successful
TRX0001692,ACC000085,C0085,2024-06-04,Salary Credit,CDM,140539,622109,Monthly Salary,Successful
